5,-0.0051842,0.0035756,-0.020789,-0.05,0.0085898,0.0090279,-0.0057946,-0.012465,-0.027325,-0.0039922,-0.0051842,0.0035756,-0.018754,0.020434,-0.017088,0.0066724,0.0085898,0.0090279,0.016684,0.021515,-0.018754,0.020434,0.0021731,0.016992,-0.018754,0.020434,-0.0051842,0.0035756,0.0085898,0.0090279,-0.0051162,0.011012,0.0085898,0.0090279,0.046779,-0.00055989,0.016684,0.021515,0.024018,0.0099943,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
8,-0.010192,0.023942,0.0070835,0.022905,0.035586,0.045121,0.010826,0.030656,-0.02697,-0.037936,-0.021793,-0.038885,-0.015424,0.00097649,-0.021396,-0.025282,-0.015424,0.00097649,-0.021793,-0.038885,0.012658,-0.02718,-0.0081862,-0.021696,-0.015424,0.00097649,0.0070835,0.022905,-0.010192,0.023942,-0.0061776,0.015941,-0.010192,0.023942,0.035586,0.045121,-0.05,0.032436,-0.0082018,0.033833,0.0070835,0.022905,-0.015424,0.00097649,0.012658,-0.02718,0.0014392,-0.0010995,0.039183,0.018008,0.012658,-0.02718,0.029868,-0.039387,0.027236,-0.016186,0.0070835,0.022905,0.012658,-0.02718,0.039183,0.018008,0.019642,0.0045776
5,-0.023612,-0.01948,0.017659,0.023202,-0.0027575,0.05,-0.0029035,0.017907,-0.023612,-0.01948,-0.027174,-0.03013,0.006912,-0.020446,-0.014625,-0.023352,0.017659,0.023202,-0.023612,-0.01948,0.018686,0.020142,0.0042442,0.0079544,0.018686,0.020142,0.006912,-0.020446,0.010287,-0.023287,0.011962,-0.0078638,0.018686,0.020142,-0.023612,-0.01948,0.006912,-0.020446,0.00066202,-0.0065948,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
3,-0.04106,-0.0016769,0.043342,-0.016569,0.0026117,0.046764,0.0016311,0.009506,-0.04106,-0.0016769,-0.05,-0.0071121,0.045107,-0.021406,-0.015318,-0.010065,0.043342,-0.016569,-0.04106,-0.0016769,0.045107,-0.021406,0.015796,-0.013217,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
3,-0.0097656,0.012861,-0.05,0.027011,0.011618,-0.019466,-0.016049,0.006802,-0.0097656,0.012861,0.011618,-0.019466,0.032097,0.017033,0.011317,0.003476,0.032097,0.017033,0.011618,-0.019466,0.01605,-0.037439,0.019922,-0.013291,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
5,-0.011313,-0.029254,0.00023443,0.027351,-0.02177,0.020242,-0.010949,0.006113,-0.011313,-0.029254,0.031816,0.015901,0.00023443,0.027351,0.0069128,0.0046659,-0.011313,-0.029254,-0.010447,-0.041098,0.05,-0.031962,0.0094135,-0.034105,-0.011313,-0.029254,-0.038521,0.03882,-0.010447,-0.041098,-0.020094,-0.010511,-0.011313,-0.029254,0.05,-0.031962,0.031816,0.015901,0.023501,-0.015105,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
3,-0.018361,-0.018481,0.0079937,-0.026384,0.010256,0.041507,-3.7261e-05,-0.0011193,-0.018361,-0.018481,-0.049888,-0.035145,0.0079937,-0.026384,-0.020085,-0.02667,0.010256,0.041507,0.0079937,-0.026384,0.05,0.038503,0.02275,0.017875,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
3,0.046344,-0.0059454,-0.033581,-0.017719,-0.043282,-0.039709,-0.010173,-0.021124,-0.0043302,0.013373,-0.033581,-0.017719,0.046344,-0.0059454,0.0028107,-0.0034303,-0.0043302,0.013373,0.046344,-0.0059454,0.03485,0.05,0.025621,0.019143,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
6,-0.015983,0.0079236,-0.006492,0.01882,-0.048286,0.034925,-0.023587,0.020556,-0.048286,0.034925,-0.006492,0.01882,0.014481,0.031138,-0.013432,0.028294,-0.006492,0.01882,-0.015983,0.0079236,-0.0031116,-0.018824,-0.0085289,0.0026397,-0.006492,0.01882,-0.0031116,-0.018824,0.032146,0.009085,0.0075142,0.0030268,-0.015983,0.0079236,-0.0054913,-0.05,-0.0031116,-0.018824,-0.0081954,-0.0203,0.032146,0.009085,-0.0031116,-0.018824,0.032737,-0.033067,0.02059,-0.014269,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
4,-0.025841,0.0021499,-0.022882,-0.0089521,-0.0085053,0.01759,-0.019076,0.003596,0.027525,-0.010854,0.05,-0.014808,-0.0085053,0.01759,0.023007,-0.0026905,-0.025841,0.0021499,-0.0085053,0.01759,-0.020297,0.014874,-0.018214,0.011538,-0.022882,-0.0089521,0.027525,-0.010854,-0.0085053,0.01759,-0.0012873,-0.00073849,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
